frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
861,28917.4,,,,,,,,,,9,667,236,,,,,,,8,659,401,,,,,,,,,,,,,,,,7,822,404,,,,,,
862,28948.7,,,,,,,,,,9,662,231,,,,,,,9,661,395,,,,,,,,,,,,,,,,7,823,393,,,,,,
863,28981.6,,,,,,,,,,9,656,225,,,,,,,8,662,390,,,,,,,,,,,,,,,,7,824,380,,,,,,
864,29013.9,,,,,,,,,,9,651,219,,,,,,,9,663,384,,,,,,,,,,,,,,,,7,825,368,,,,,,
865,29057.1,,,,,,,,,,9,646,214,,,,,,,9,665,377,,,,,,,,,,,,,,,,7,826,355,,,,,,
866,29082.0,,,,,,,,,,9,641,208,,,,,,,8,667,371,,,,,,,,,,,,,,,,7,827,342,,,,,,
867,29113.7,,,,,,,,,,9,637,203,,,,,,,9,668,365,,,,,,,,,,,,,,,,7,828,330,,,,,,
868,29146.2,,,,,,,,,,9,632,198,,,,,,,9,671,358,,,,,,,,,,,,,,,,7,828,316,,,,,,
869,29181.9,,,,,,,,,,9,628,192,,,,,,,9,673,351,,,,,,,,,,,,,,,,7,829,303,,,,,,
870,29213.9,,,,,,,,,,9,623,186,,,,,,,9,675,344,,,,,,,,,,,,,,,,7,829,289,,,,,,
871,29248.6,,,,,,,,,,9,620,181,,,,,,,8,677,337,,,,,,,,,,,,,,,,7,829,275,,,,,,
872,29282.0,,,,,,,,,,9,616,176,,,,,,,9,680,329,,,,,,,,,,,,,,,,7,829,262,,,,,,
873,29314.0,,,,,,,,,,9,613,171,,,,,,,9,683,320,,,,,,,,,,,,,,,,7,829,248,,,,,,
874,29345.9,,,,,,,,,,9,609,166,,,,,,,9,686,312,,,,,,,,,,,,,,,,7,829,234,,,,,,
875,29381.5,,,,,,,,,,9,606,160,,,,,,,9,688,304,,,,,,,,,,,,,,,,7,828,219,,,,,,
876,29413.7,,,,,,,,,,9,603,155,,,,,,,9,691,295,,,,,,,,,,,,,,,,7,828,205,,,,,,
877,29445.6,,,,,,,,,,9,600,149,,,,,,,8,694,286,,,,,,,,,,,,,,,,7,827,191,,,,,,
878,29483.0,,,,,,,,,,9,598,144,,,,,,,9,697,276,,,,,,,,,,,,,,,,7,826,176,,,,,,
879,29514.1,,,,,,,,,,9,596,138,,,,,,,9,700,267,,,,,,,,,,,,,,,,7,825,161,,,,,,
880,29545.6,,,,,,,,,,9,596,137,,,,,,,9,698,268,,,,,,,,,,,,,,,,7,825,163,,,,,,
881,29581.5,,,,,,,,,,9,597,137,,,,,,,9,696,269,,,,,,,,,,,,,,,,8,825,167,,,,,,
882,29614.0,,,,,,,,,,9,597,136,,,,,,,9,694,271,,,,,,,,,,,,,,,,8,825,170,,,,,,
883,29656.7,,,,,,,,,,9,597,136,,,,,,,9,693,272,,,,,,,,,,,,,,,,7,824,173,,,,,,
884,29682.6,,,,,,,,,,9,598,135,,,,,,,9,691,272,,,,,,,,,,,,,,,,7,824,177,,,,,,
885,29724.6,,,,,,,,,,9,598,134,,,,,,,9,690,273,,,,,,,,,,,,,,,,7,824,179,,,,,,
886,29746.8,,,,,,,,,,9,599,133,,,,,,,9,688,274,,,,,,,,,,,,,,,,7,824,182,,,,,,
887,29784.6,,,,,,,,,,9,600,132,,,,,,,9,686,275,,,,,,,,,,,,,,,,7,824,185,,,,,,
888,29814.7,,,,,,,,,,9,601,131,,,,,,,9,684,275,,,,,,,,,,,,,,,,8,824,187,,,,,,
889,29846.2,,,,,,,,,,9,601,130,,,,,,,9,683,275,,,,,,,,,,,,,,,,7,824,190,,,,,,
890,29882.3,,,,,,,,,,9,602,129,,,,,,,9,682,275,,,,,,,,,,,,,,,,7,823,193,,,,,,
891,29916.7,,,,,,,,,,9,603,128,,,,,,,8,680,275,,,,,,,,,,,,,,,,8,824,195,,,,,,
892,29951.8,,,,,,,,,,9,604,126,,,,,,,9,679,274,,,,,,,,,,,,,,,,7,823,197,,,,,,
893,29981.6,,,,,,,,,,9,605,124,,,,,,,9,677,274,,,,,,,,,,,,,,,,7,823,199,,,,,,
894,30016.0,,,,,,,,,,9,606,122,,,,,,,9,676,273,,,,,,,,,,,,,,,,8,823,201,,,,,,
895,30046.7,,,,,,,,,,9,607,121,,,,,,,9,674,273,,,,,,,,,,,,,,,,7,822,202,,,,,,
896,30081.6,,,,,,,,,,9,608,119,,,,,,,9,673,272,,,,,,,,,,,,,,,,8,822,204,,,,,,
897,30114.0,,,,,,,,,,9,609,117,,,,,,,9,672,271,,,,,,,,,,,,,,,,8,822,206,,,,,,
898,30146.0,,,,,,,,,,9,611,115,,,,,,,9,670,270,,,,,,,,,,,,,,,,7,822,207,,,,,,
899,30182.0,,,,,,,,,,9,612,113,,,,,,,9,669,269,,,,,,,,,,,,,,,,7,822,208,,,,,,
900,30213.7,,,,,,,,,,9,613,111,,,,,,,9,668,267,,,,,,,,,,,,,,,,7,821,210,,,,,,
901,30246.0,,,,,,,,,,9,614,108,,,,,,,9,667,266,,,,,,,,,,,,,,,,7,821,210,,,,,,
902,30281.7,,,,,,,,,,9,616,106,,,,,,,9,666,264,,,,,,,,,,,,,,,,7,821,211,,,,,,
903,30315.9,,,,,,,,,,9,617,103,,,,,,,9,665,263,,,,,,,,,,,,,,,,8,821,212,,,,,,
904,30346.4,,,,,,,,,,9,619,100,,,,,,,9,664,261,,,,,,,,,,,,,,,,7,820,213,,,,,,
905,30381.8,,,,,,,,,,9,620,97,,,,,,,9,662,259,,,,,,,,,,,,,,,,8,819,213,,,,,,
906,30414.0,,,,,,,,,,9,622,95,,,,,,,9,662,257,,,,,,,,,,,,,,,,7,819,214,,,,,,
907,30445.7,,,,,,,,,,9,623,92,,,,,,,9,661,255,,,,,,,,,,,,,,,,8,819,214,,,,,,
908,30481.8,,,,,,,,,,9,625,89,,,,,,,9,660,252,,,,,,,,,,,,,,,,8,819,215,,,,,,
909,30514.0,,,,,,,,,,9,626,86,,,,,,,9,659,250,,,,,,,,,,,,,,,,8,819,215,,,,,,
910,30546.2,,,,,,,,,,9,628,83,,,,,,,9,658,247,,,,,,,,,,,,,,,,8,818,214,,,,,,
911,30581.8,,,,,,,,,,9,630,79,,,,,,,9,657,244,,,,,,,,,,,,,,,,8,818,214,,,,,,
912,30614.7,,,,,,,,,,9,633,76,,,,,,,9,657,241,,,,,,,,,,,,,,,,7,817,214,,,,,,
913,30646.1,,,,,,,,,,9,634,73,,,,,,,9,656,238,,,,,,,,,,,,,,,,7,817,213,,,,,,
914,30681.9,,,,,,,,,,9,635,69,,,,,,,9,655,235,,,,,,,,,,,,,,,,7,817,212,,,,,,
915,30714.9,,,,,,,,,,9,637,65,,,,,,,9,654,231,,,,,,,,,,,,,,,,7,816,212,,,,,,
916,30745.9,,,,,,,,,,9,640,62,,,,,,,9,654,228,,,,,,,,,,,,,,,,7,816,211,,,,,,
917,30781.8,,,,,,,,,,9,641,58,,,,,,,9,653,224,,,,,,,,,,,,,,,,7,815,210,,,,,,
918,30813.7,,,,,,,,,,9,643,54,,,,,,,9,653,221,,,,,,,,,,,,,,,,7,815,209,,,,,,
919,30845.7,,,,,,,,,,9,646,50,,,,,,,9,652,217,,,,,,,,,,,,,,,,7,815,207,,,,,,
920,30881.7,,,,,,,,,,9,647,46,,,,,,,9,652,213,,,,,,,,,,,,,,,,7,815,206,,,,,,
921,30913.8,,,,,,,,,,9,650,41,,,,,,,9,651,208,,,,,,,,,,,,,,,,7,814,204,,,,,,
922,30946.5,,,,,,,,,,9,652,38,,,,,,,9,651,204,,,,,,,,,,,,,,,,7,814,203,,,,,,
923,30981.7,,,,,,,,,,9,654,33,,,,,,,9,651,200,,,,,,,,,,,,,,,,7,814,201,,,,,,
924,31013.7,,,,,,,,,,9,657,29,,,,,,,9,651,195,,,,,,,,,,,,,,,,7,814,199,,,,,,
925,31045.9,,,,,,,,,,9,659,24,,,,,,,9,650,191,,,,,,,,,,,,,,,,7,813,197,,,,,,
926,31082.5,,,,,,,,,,9,658,25,,,,,,,9,653,192,,,,,,,,,,,,,,,,7,816,194,,,,,,
927,31116.6,,,,,,,,,,9,656,26,,,,,,,9,656,194,,,,,,,,,,,,,,,,7,819,192,,,,,,
928,31146.0,,,,,,,,,,9,658,27,,,,,,,9,656,194,,,,,,,,,,,,,,,,7,819,193,,,,,,
929,31181.6,,,,,,,,,,9,659,28,,,,,,,9,657,195,,,,,,,,,,,,,,,,7,819,195,,,,,,
930,31214.1,,,,,,,,,,9,660,28,,,,,,,9,657,196,,,,,,,,,,,,,,,,8,820,196,,,,,,
931,31246.1,,,,,,,,,,9,661,29,,,,,,,9,658,196,,,,,,,,,,,,,,,,7,821,198,,,,,,
932,31281.8,,,,,,,,,,9,663,30,,,,,,,9,658,197,,,,,,,,,,,,,,,,7,822,199,,,,,,
933,31317.8,,,,,,,,,,9,664,30,,,,,,,9,659,197,,,,,,,,,,,,,,,,7,822,200,,,,,,
934,31345.9,,,,,,,,,,9,666,30,,,,,,,9,659,198,,,,,,,,,,,,,,,,7,822,201,,,,,,
935,31382.5,,,,,,,,,,9,667,31,,,,,,,9,660,197,,,,,,,,,,,,,,,,7,823,202,,,,,,
936,31413.8,,,,,,,,,,9,668,31,,,,,,,9,660,197,,,,,,,,,,,,,,,,7,823,202,,,,,,
937,31445.7,,,,,,,,,,9,670,30,,,,,,,9,661,197,,,,,,,,,,,,,,,,7,824,203,,,,,,
938,31481.6,,,,,,,,,,9,671,30,,,,,,,9,662,197,,,,,,,,,,,,,,,,8,825,204,,,,,,
939,31514.0,,,,,,,,,,9,673,30,,,,,,,9,663,197,,,,,,,,,,,,,,,,7,826,204,,,,,,
940,31546.3,,,,,,,,,,9,674,29,,,,,,,9,663,196,,,,,,,,,,,,,,,,7,826,205,,,,,,
941,31583.3,,,,,,,,,,9,676,29,,,,,,,9,664,196,,,,,,,,,,,,,,,,7,827,205,,,,,,
942,31613.7,,,,,,,,,,9,677,28,,,,,,,9,665,195,,,,,,,,,,,,,,,,7,827,205,,,,,,
943,31645.8,,,,,,,,,,9,679,27,,,,,,,9,666,194,,,,,,,,,,,,,,,,8,828,205,,,,,,
944,31684.7,,,,,,,,,,9,681,26,,,,,,,9,666,193,,,,,,,,,,,,,,,,7,829,205,,,,,,
945,31713.9,,,,,,,,,,9,682,26,,,,,,,9,668,193,,,,,,,,,,,,,,,,7,830,205,,,,,,
946,31745.9,,,,,,,,,,9,684,25,,,,,,,9,668,191,,,,,,,,,,,,,,,,8,831,204,,,,,,
947,31781.7,,,,,,,,,,9,684,25,,,,,,,9,670,192,,,,,,,,,,,,,,,,7,833,203,,,,,,
948,31813.9,,,,,,,,,,9,685,26,,,,,,,9,672,192,,,,,,,,,,,,,,,,7,834,203,,,,,,
949,31845.9,,,,,,,,,,9,685,26,,,,,,,9,673,193,,,,,,,,,,,,,,,,7,836,202,,,,,,
950,31881.7,,,,,,,,,,9,686,26,,,,,,,9,675,193,,,,,,,,,,,,,,,,7,838,201,,,,,,
951,31914.1,,,,,,,,,,9,686,26,,,,,,,9,676,193,,,,,,,,,,,,,,,,7,839,200,,,,,,
952,31946.6,,,,,,,,,,9,687,26,,,,,,,9,677,193,,,,,,,,,,,,,,,,7,839,201,,,,,,
953,31981.8,,,,,,,,,,9,688,26,,,,,,,9,677,193,,,,,,,,,,,,,,,,7,839,202,,,,,,
954,32013.8,,,,,,,,,,9,689,28,,,,,,,9,677,195,,,,,,,,,,,,,,,,7,839,205,,,,,,
955,32047.8,,,,,,,,,,9,689,32,,,,,,,9,677,199,,,,,,,,,,,,,,,,8,840,208,,,,,,
956,32081.7,,,,,,,,,,9,689,36,,,,,,,9,678,203,,,,,,,,,,,,,,,,7,841,211,,,,,,
957,32113.6,,,,,,,,,,9,689,40,,,,,,,9,679,208,,,,,,,,,,,,,,,,8,841,216,,,,,,
958,32145.9,,,,,,,,,,9,690,46,,,,,,,9,679,214,,,,,,,,,,,,,,,,7,841,221,,,,,,
959,32182.0,,,,,,,,,,9,690,53,,,,,,,9,679,221,,,,,,,,,,,,,,,,7,842,228,,,,,,
960,32216.7,,,,,,,,,,9,690,60,,,,,,,9,678,229,,,,,,,,,,,,,,,,7,841,237,,,,,,
961,32245.9,,,,,,,,,,9,688,70,,,,,,,9,676,239,,,,,,,,,,,,,,,,7,839,247,,,,,,
962,32281.5,,,,,,,,,,9,686,81,,,,,,,9,674,249,,,,,,,,,,,,,,,,7,836,258,,,,,,
963,32314.0,,,,,,,,,,9,683,89,,,,,,,9,670,258,,,,,,,,,,,,,,,,7,832,267,,,,,,
964,32345.9,,,,,,,,,,9,680,98,,,,,,,9,662,266,,,,,,,,,,,,,,,,7,824,280,,,,,,
965,32382.9,,,,,,,,,,9,676,109,,,,,,,9,653,276,,,,,,,,,,,,,,,,7,815,295,,,,,,
966,32413.6,,,,,,,,,,9,671,122,,,,,,,9,646,290,,,,,,,,,,,,,,,,7,807,311,,,,,,
967,32445.8,,,,,,,,,,9,667,138,,,,,,,9,640,305,,,,,,,,,,,,,,,,7,800,328,,,,,,
968,32481.6,,,,,,,,,,9,661,154,,,,,,,9,633,320,,,,,,,,,,,,,,,,7,793,345,,,,,,
969,32520.6,,,,,,,,,,9,657,169,,,,,,,9,626,335,,,,,,,,,,,,,,,,7,786,362,,,,,,
970,32551.0,,,,,,,,,,9,652,184,,,,,,,8,619,349,,,,,,,,,,,,,,,,7,779,378,,,,,,
971,32582.2,,,,,,,,,,9,647,200,,,,,,,8,613,364,,,,,,,,,,,,,,,,7,771,395,,,,,,
972,32613.9,,,,,,,,,,9,643,216,,,,,,,8,606,379,,,,,,,,,,,,,,,,7,764,412,,,,,,
973,32645.9,,,,,,,,,,9,638,231,,,,,,,8,600,394,,,,,,,,,,,,,,,,7,757,429,,,,,,
974,32682.1,,,,,,,,,,9,634,246,,,,,,,8,593,408,,,,,,,,,,,,,,,,7,750,445,,,,,,
975,32715.6,,,,,,,,,,9,629,261,,,,,,,8,587,422,,,,,,,,,,,,,,,,7,744,461,,,,,,
976,32750.8,,,,,,,,,,9,624,276,,,,,,,8,581,437,,,,,,,,,,,,,,,,7,737,478,,,,,,
977,32781.7,,,,,,,,,,9,620,291,,,,,,,8,574,451,,,,,,,,,,,,,,,,7,730,494,,,,,,
978,32814.6,,,,,,,,,,9,616,307,,,,,,,8,569,466,,,,,,,,,,,,,,,,7,723,510,,,,,,
979,32846.1,,,,,,,,,,9,612,322,,,,,,,8,563,480,,,,,,,,,,,,,,,,7,717,526,,,,,,
980,32881.9,,,,,,,,,,9,607,337,,,,,,,8,556,494,,,,,,,,,,,,,,,,7,710,543,,,,,,
981,32913.8,,,,,,,,,,9,603,352,,,,,,,8,550,508,,,,,,,,,,,,,,,,7,703,559,,,,,,
982,32945.8,,,,,,,,,,9,599,367,,,,,,,8,544,522,,,,,,,,,,,,,,,,7,696,575,,,,,,
983,32982.6,,,,,,,,,,9,595,382,,,,,,,8,538,537,,,,,,,,,,,,,,,,7,690,591,,,,,,
984,33013.8,,,,,,,,,,8,591,397,,,,,,,8,532,551,,,,,,,,,,,,,,,,7,683,608,,,,,,
985,33048.1,,,,,,,,,,8,587,412,,,,,,,8,526,566,,,,,,,,,,,,,,,,7,677,624,,,,,,
986,33082.3,,,,,,,,,,8,582,427,,,,,,,8,520,580,,,,,,,,,,,,,,,,7,670,640,,,,,,
987,33114.0,,,,,,,,,,8,579,442,,,,,,,8,514,594,,,,,,,,,,,,,,,,7,664,656,,,,,,
988,33148.1,,,,,,,,,,8,575,458,,,,,,,8,508,608,,,,,,,,,,,,,,,,7,657,673,,,,,,
989,33184.5,,,,,,,,,,8,571,473,,,,,,,8,503,623,,,,,,,,,,,,,,,,7,650,689,,,,,,
990,33213.9,,,,,,,,,,9,567,488,,,,,,,9,497,638,,,,,,,,,,,,,,,,7,644,706,,,,,,
991,33245.8,,,,,,,,,,9,563,504,,,,,,,9,491,652,,,,,,,,,,,,,,,,7,637,722,,,,,,
992,33281.8,,,,,,,,,,8,559,519,,,,,,,9,486,667,,,,,,,,,,,,,,,,7,631,738,,,,,,
993,33313.6,,,,,,,,,,9,555,534,,,,,,,9,480,681,,,,,,,,,,,,,,,,7,625,755,,,,,,
994,33345.9,,,,,,,,,,9,551,550,,,,,,,9,474,696,,,,,,,,,,,,,,,,7,618,772,,,,,,
995,33382.6,,,,,,,,,,8,548,565,,,,,,,9,468,711,,,,,,,,,,,,,,,,7,611,789,,,,,,
996,33413.9,,,,,,,,,,9,544,581,,,,,,,9,463,726,,,,,,,,,,,,,,,,7,605,806,,,,,,
997,33446.3,,,,,,,,,,9,541,597,,,,,,,9,457,741,,,,,,,,,,,,,,,,7,599,822,,,,,,
998,33481.8,,,,,,,,,,8,537,613,,,,,,,9,452,756,,,,,,,,,,,,,,,,7,592,840,,,,,,
999,33513.7,,,,,,,,,,8,533,629,,,,,,,8,446,771,,,,,,,,,,,,,,,,7,585,857,,,,,,
1000,33546.0,,,,,,,,,,8,529,645,,,,,,,9,441,787,,,,,,,,,,,,,,,,7,579,874,,,,,,
1001,33581.7,,,,,,,,,,9,526,662,,,,,,,8,435,803,,,,,,,,,,,,,,,,7,573,892,,,,,,
1002,33613.7,,,,,,,,,,9,522,679,,,,,,,8,429,819,,,,,,,,,,,,,,,,7,566,909,,,,,,
1003,33646.0,,,,,,,,,,9,518,695,,,,,,,8,424,835,,,,,,,,,,,,,,,,7,560,927,,,,,,
1004,33681.8,,,,,,,,,,9,515,712,,,,,,,8,419,851,,,,,,,,,,,,,,,,8,554,945,,,,,,
1005,33715.8,,,,,,,,,,9,511,729,,,,,,,8,414,867,,,,,,,,,,,,,,,,8,546,963,,,,,,
1006,33746.1,,,,,,,,,,9,507,746,,,,,,,8,408,884,,,,,,,,,,,,,,,,8,540,981,,,,,,
1007,33781.9,,,,,,,,,,9,502,759,,,,,,,9,403,895,,,,,,,,,,,,,,,,8,537,990,,,,,,
1008,33813.9,,,,,,,,,,9,492,757,,,,,,,9,398,896,,,,,,,,,,,,,,,,8,536,986,,,,,,
1009,33847.3,,,,,,,,,,9,483,755,,,,,,,8,394,898,,,,,,,,,,,,,,,,8,535,982,,,,,,
1010,33881.9,,,,,,,,,,9,473,754,,,,,,,9,389,901,,,,,,,,,,,,,,,,8,534,979,,,,,,
1011,33914.5,,,,,,,,,,9,464,754,,,,,,,9,386,903,,,,,,,,,,,,,,,,8,533,976,,,,,,
1012,33945.8,,,,,,,,,,9,453,752,,,,,,,8,382,906,,,,,,,,,,,,,,,,8,532,972,,,,,,
1013,33981.5,,,,,,,,,,9,444,752,,,,,,,8,378,908,,,,,,,,,,,,,,,,8,531,968,,,,,,
1014,34013.6,,,,,,,,,,9,434,752,,,,,,,9,375,910,,,,,,,,,,,,,,,,8,529,964,,,,,,
1015,34045.9,,,,,,,,,,9,425,753,,,,,,,8,371,913,,,,,,,,,,,,,,,,8,528,960,,,,,,
1016,34082.0,,,,,,,,,,9,416,754,,,,,,,8,368,916,,,,,,,,,,,,,,,,7,527,957,,,,,,
1017,34115.2,,,,,,,,,,9,406,754,,,,,,,9,365,918,,,,,,,,,,,,,,,,7,526,953,,,,,,
1018,34146.0,,,,,,,,,,9,397,755,,,,,,,9,362,920,,,,,,,,,,,,,,,,8,524,949,,,,,,
1019,34182.0,,,,,,,,,,9,388,757,,,,,,,9,360,923,,,,,,,,,,,,,,,,8,523,945,,,,,,
1020,34215.2,,,,,,,,,,9,379,759,,,,,,,8,357,926,,,,,,,,,,,,,,,,8,521,941,,,,,,
1021,34245.9,,,,,,,,,,9,370,760,,,,,,,9,355,929,,,,,,,,,,,,,,,,8,519,937,,,,,,
1022,34281.5,,,,,,,,,,9,361,763,,,,,,,9,352,931,,,,,,,,,,,,,,,,8,517,934,,,,,,
1023,34313.7,,,,,,,,,,9,352,765,,,,,,,8,350,934,,,,,,,,,,,,,,,,8,515,930,,,,,,
1024,34348.7,,,,,,,,,,9,344,769,,,,,,,9,348,937,,,,,,,,,,,,,,,,8,513,926,,,,,,
1025,34383.4,,,,,,,,,,9,335,771,,,,,,,8,346,939,,,,,,,,,,,,,,,,8,510,922,,,,,,
1026,34413.6,,,,,,,,,,9,327,774,,,,,,,9,344,942,,,,,,,,,,,,,,,,8,508,918,,,,,,
1027,34446.3,,,,,,,,,,9,319,778,,,,,,,9,343,945,,,,,,,,,,,,,,,,8,505,914,,,,,,
1028,34482.1,,,,,,,,,,9,311,782,,,,,,,9,341,947,,,,,,,,,,,,,,,,8,503,911,,,,,,
1029,34513.9,,,,,,,,,,9,303,785,,,,,,,9,339,949,,,,,,,,,,,,,,,,8,500,907,,,,,,
1030,34546.7,,,,,,,,,,9,295,790,,,,,,,9,338,952,,,,,,,,,,,,,,,,8,497,903,,,,,,
1031,34582.6,,,,,,,,,,9,287,794,,,,,,,9,337,954,,,,,,,,,,,,,,,,8,494,899,,,,,,
1032,34614.1,,,,,,,,,,9,280,799,,,,,,,9,335,957,,,,,,,,,,,,,,,,8,490,896,,,,,,
1033,34648.1,,,,,,,,,,9,272,804,,,,,,,9,334,959,,,,,,,,,,,,,,,,8,487,892,,,,,,
1034,34713.4,,,,,,,,,,9,258,814,,,,,,,9,332,964,,,,,,,,,,,,,,,,8,480,886,,,,,,
1035,34746.1,,,,,,,,,,9,251,819,,,,,,,9,331,966,,,,,,,,,,,,,,,,7,475,882,,,,,,
1036,34789.2,,,,,,,,,,9,244,825,,,,,,,9,329,968,,,,,,,,,,,,,,,,7,471,879,,,,,,
1037,34814.1,,,,,,,,,,9,238,831,,,,,,,9,329,970,,,,,,,,,,,,,,,,8,467,875,,,,,,
1038,34846.6,,,,,,,,,,9,231,836,,,,,,,8,327,973,,,,,,,,,,,,,,,,8,462,873,,,,,,
1039,34881.9,,,,,,,,,,9,225,843,,,,,,,9,326,975,,,,,,,,,,,,,,,,8,457,869,,,,,,
1040,34914.7,,,,,,,,,,9,219,848,,,,,,,9,326,976,,,,,,,,,,,,,,,,8,452,866,,,,,,
1041,34945.8,,,,,,,,,,9,212,855,,,,,,,9,325,979,,,,,,,,,,,,,,,,7,447,864,,,,,,
1042,34982.0,,,,,,,,,,9,207,861,,,,,,,9,324,981,,,,,,,,,,,,,,,,8,442,861,,,,,,
1043,35013.8,,,,,,,,,,9,201,868,,,,,,,9,323,982,,,,,,,,,,,,,,,,8,436,858,,,,,,
1044,35045.9,,,,,,,,,,9,195,875,,,,,,,9,322,984,,,,,,,,,,,,,,,,8,431,856,,,,,,
1045,35082.1,,,,,,,,,,10,190,881,,,,,,,9,321,986,,,,,,,,,,,,,,,,8,425,854,,,,,,
1046,35113.6,,,,,,,,,,9,185,889,,,,,,,9,319,988,,,,,,,,,,,,,,,,8,419,852,,,,,,
1047,35145.9,,,,,,,,,,9,180,895,,,,,,,9,318,989,,,,,,,,,,,,,,,,8,413,850,,,,,,
1048,35182.0,,,,,,,,,,9,174,902,,,,,,,9,318,991,,,,,,,,,,,,,,,,8,406,848,,,,,,
1049,35213.8,,,,,,,,,,9,170,910,,,,,,,9,316,993,,,,,,,,,,,,,,,,8,399,846,,,,,,
1050,35245.8,,,,,,,,,,9,166,917,,,,,,,9,315,994,,,,,,,,,,,,,,,,8,393,844,,,,,,
1051,35281.9,,,,,,,,,,9,161,924,,,,,,,9,314,995,,,,,,,,,,,,,,,,8,385,842,,,,,,
1052,35315.9,,,,,,,,,,9,157,931,,,,,,,9,313,994,,,,,,,,,,,,,,,,8,377,839,,,,,,
1053,35347.9,,,,,,,,,,9,153,938,,,,,,,9,312,994,,,,,,,,,,,,,,,,8,369,836,,,,,,
1054,35381.7,,,,,,,,,,9,150,945,,,,,,,9,311,994,,,,,,,,,,,,,,,,8,362,834,,,,,,
1055,35414.1,,,,,,,,,,9,146,951,,,,,,,9,310,993,,,,,,,,,,,,,,,,8,353,831,,,,,,
1056,35448.7,,,,,,,,,,9,143,959,,,,,,,9,309,993,,,,,,,,,,,,,,,,8,345,829,,,,,,
1057,35482.0,,,,,,,,,,9,140,965,,,,,,,9,307,992,,,,,,,,,,,,,,,,7,336,827,,,,,,
1058,35515.4,,,,,,,,,,9,137,972,,,,,,,9,305,991,,,,,,,,,,,,,,,,8,326,826,,,,,,
1059,35545.8,,,,,,,,,,9,134,979,,,,,,,9,303,990,,,,,,,,,,,,,,,,8,317,824,,,,,,
1060,35582.1,,,,,,,,,,9,132,986,,,,,,,9,302,989,,,,,,,,,,,,,,,,8,307,822,,,,,,
1061,35613.8,,,,,,,,,,9,130,993,,,,,,,9,299,988,,,,,,,,,,,,,,,,8,298,822,,,,,,
1062,35646.2,,,,,,,,,,9,127,999,,,,,,,9,297,987,,,,,,,,,,,,,,,,8,288,821,,,,,,
1063,35682.0,,,,,,,,,,9,123,998,,,,,,,9,292,985,,,,,,,,,,,,,,,,8,281,819,,,,,,
