frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
86,2906.0,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,685,,,,,,
87,2938.6,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
88,2974.3,,,,,,,,,,13,317,182,,,,,,,,,,,,,,,,14,1090,685,,,,,,
89,3005.9,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
90,3038.0,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
91,3074.4,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,686,,,,,,
92,3106.9,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
93,3138.3,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1091,685,,,,,,
94,3174.0,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
95,3206.8,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
96,3238.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
97,3274.0,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1091,685,,,,,,
98,3306.2,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,686,,,,,,
99,3338.8,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
100,3375.5,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,685,,,,,,
101,3411.6,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
102,3438.3,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
103,3474.8,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
104,3506.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
105,3539.0,,,,,,,,,,13,317,182,,,,,,,,,,,,,,,,14,1090,685,,,,,,
106,3574.3,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,685,,,,,,
107,3606.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
108,3638.4,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
109,3674.2,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
110,3706.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
111,3739.5,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
112,3774.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,686,,,,,,
113,3806.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1091,685,,,,,,
